record_id,record_date,boat_id,boat_type,engine_model,engine_age_years,total_engine_hours,avg_daily_operating_hours,last_maintenance_date,last_maintenance_type,days_since_last_maintenance,hours_since_last_service,engine_temp_c,oil_pressure_bar,coolant_level_percent,engine_rpm,fuel_consumption_lph,vibration_level,unusual_sounds,oil_change_days_ago,filter_change_days_ago,sea_condition,hull_condition,last_inspection_days,condition_severity,maintenance_reason,maintenance_condition_notes,days_until_maintenance,maintenance_needed_soon,maintenance_due_date
R0582,2023-10-04,FB026,Longline,Caterpillar C7.1,1.9,3596,7,2023-08-15,Oil & filter change,50,351,71.5,3.11,93,1240,30.1,1,No,29,27,3,Good,9,Normal,Routine preventive maintenance,All parameters normal,61,No,2023-12-04
R0583,2023-10-05,FB004,Net Boat,Cummins QSB6.7,6.7,13412,7,2023-07-09,Major service,88,618,90.4,4.97,82,1388,69.2,1,Yes,5,12,2,Poor,57,Normal,Approaching service interval,temp=90.4C; unusual_sounds; service_hours=618; hull_poor; inspection_overdue=57days,54,No,2023-11-28
R0584,2023-10-05,FB002,Gillnetter,Yanmar 4LHA,3.3,5598,6,2023-09-22,Routine inspection,13,80,80.9,5.16,89,1253,37.7,2,No,27,25,1,Good,27,Normal,Routine preventive maintenance,All parameters normal,39,No,2023-11-13
R0585,2023-10-06,FB013,Seiner,John Deere 6068,7.6,14820,6,2023-06-11,Cooling system overhaul,117,702,77.4,4.94,89,1144,44.9,1,No,64,76,2,Poor,67,Normal,Approaching service interval,service_hours=702; oil_change_overdue=64days; filter_overdue=76days; hull_poor; inspection_overdue=67days,27,No,2023-11-02
R0586,2023-10-06,FB028,Seiner,John Deere 6068,6.7,13891,6,2023-05-13,Major service,146,880,83.8,4.9,92,1453,53.3,2,No,5,1,3,Good,25,Normal,Service interval reached (hours),service_hours=880,19,No,2023-10-25
R0587,2023-10-07,FB021,Longline,Volvo D6-310,7.7,15085,5,2023-09-25,Oil & filter change,12,62,82.5,3.74,84,1104,37.3,1,Yes,62,74,4,Fair,26,Normal,Oil change overdue,unusual_sounds; oil_change_overdue=62days; filter_overdue=74days; sea_state=4,39,No,2023-11-15
R0588,2023-10-07,FB003,Seiner,Cummins 6BT5.9,3.0,5585,8,2023-09-25,Routine inspection,12,100,85.6,4.65,82,1804,71.4,1,No,27,35,3,Fair,30,Normal,Routine preventive maintenance,All parameters normal,67,No,2023-12-13
R0589,2023-10-08,FB026,Longline,Caterpillar C7.1,5.2,11054,5,2023-08-17,Fuel filter replacement,52,263,75.7,4.31,94,1299,53.4,2,No,34,46,3,Good,6,Normal,Routine preventive maintenance,All parameters normal,45,No,2023-11-22
R0590,2023-10-08,FB026,Longline,Caterpillar C7.1,7.0,14670,7,2023-07-08,Major service,92,650,80.6,3.9,81,1285,41.8,2,No,36,32,3,Fair,47,Normal,Approaching service interval,coolant=81%; service_hours=650; inspection_overdue=47days,13,No,2023-10-21
R0591,2023-10-09,FB025,Trawler,Perkins M115T,3.2,6658,7,2023-07-20,Oil & filter change,81,573,73.1,5.38,89,1029,25.6,1,No,17,19,1,Good,23,Normal,Routine preventive maintenance,All parameters normal,58,No,2023-12-06
R0592,2023-10-09,FB028,Seiner,John Deere 6068,3.1,5972,6,2023-09-11,Oil & filter change,28,173,82.3,3.56,89,1620,79.9,3,No,44,40,2,Good,25,Normal,Routine preventive maintenance,vibration=3,20,No,2023-10-29
R0593,2023-10-09,FB008,Seiner,Volvo D13,1.7,3280,7,2023-08-08,Oil & filter change,62,438,78.9,3.87,90,1042,31.7,1,No,22,29,2,Good,7,Normal,Routine preventive maintenance,All parameters normal,72,No,2023-12-20
R0594,2023-10-10,FB030,Trawler,Yanmar 6LY3,8.2,15997,4,2023-04-26,Valve adjustment,167,669,80.4,5.15,92,1521,52.0,1,No,22,27,4,Fair,31,Normal,Approaching service interval,service_hours=669; sea_state=4,61,No,2023-12-10
R0595,2023-10-10,FB010,Trawler,Perkins M115T,6.5,12502,5,2023-09-28,Oil & filter change,12,61,78.3,3.55,100,1401,38.0,4,No,64,71,1,Fair,42,Normal,Oil change overdue,vibration=4; oil_change_overdue=64days; filter_overdue=71days,39,No,2023-11-18
R0596,2023-10-11,FB025,Trawler,Perkins M115T,5.9,11277,6,2023-06-27,Major service,106,636,77.7,3.2,81,1378,66.9,4,Yes,44,52,5,Good,13,Normal,Abnormal vibration/noise,coolant=81%; vibration=4; unusual_sounds; service_hours=636; sea_state=5,1,Yes,2023-10-12
R0597,2023-10-11,FB018,Seiner,Cummins 6BT5.9,6.7,13090,5,2023-08-06,Oil & filter change,66,333,74.7,3.61,96,1636,59.5,2,No,57,48,3,Fair,30,Normal,Oil change due soon,oil_change_overdue=57days,3,Yes,2023-10-14
R0598,2023-10-12,FB024,Net Boat,Perkins M92,5.2,9882,8,2023-09-25,Routine inspection,17,142,83.0,4.77,75,1049,50.4,2,No,11,11,1,Fair,48,Normal,Cooling system check required,coolant=75%; inspection_overdue=48days,77,No,2023-12-28
R0599,2023-10-12,FB019,Net Boat,Cummins QSB6.7,4.8,8818,8,2023-07-22,Major service,82,662,86.4,5.04,99,1501,60.5,3,No,38,34,2,Good,17,Normal,Approaching service interval,vibration=3; service_hours=662,62,No,2023-12-13
R0600,2023-10-13,FB020,Trawler,Cummins 6BTA,4.6,9309,7,2023-10-06,Routine inspection,7,50,76.2,3.1,78,1211,42.1,2,No,43,56,1,Good,22,Normal,Filter replacement due,coolant=78%; filter_overdue=56days,63,No,2023-12-15
R0601,2023-10-13,FB019,Net Boat,Cummins QSB6.7,6.0,12117,5,2023-05-09,Valve adjustment,157,789,81.8,4.42,100,1561,61.8,1,No,13,16,3,Fair,43,Normal,Service interval reached (hours),service_hours=789,25,No,2023-11-07
R0602,2023-10-14,FB024,Net Boat,Perkins M92,2.9,6650,4,2023-05-08,Major service,159,637,81.2,4.27,88,1859,96.8,1,No,28,22,2,Good,19,Normal,Approaching service interval,service_hours=637,56,No,2023-12-09
R0603,2023-10-14,FB023,Seiner,Volvo D13,7.7,15065,7,2023-09-24,Oil & filter change,20,142,79.0,4.54,98,1850,56.6,1,No,65,64,3,Fair,42,Normal,Oil change overdue,oil_change_overdue=65days; filter_overdue=64days,33,No,2023-11-16
R0604,2023-10-15,FB005,Trawler,Cummins 6BTA,7.2,14548,8,2023-08-20,Cooling system service,56,450,71.4,4.54,97,1365,51.3,3,Yes,58,61,2,Poor,68,Normal,Oil change due soon,vibration=3; unusual_sounds; oil_change_overdue=58days; filter_overdue=61days; hull_poor; inspection_overdue=68days,38,No,2023-11-22
R0605,2023-10-15,FB025,Trawler,Perkins M115T,3.9,7956,6,2023-10-06,Oil & filter change,9,55,72.5,5.29,88,1452,51.8,2,No,22,20,3,Good,16,Normal,Routine preventive maintenance,All parameters normal,6,Yes,2023-10-21
R0606,2023-10-16,FB017,Gillnetter,Yanmar 4LHA,5.6,11073,8,2023-09-23,Oil & filter change,23,191,75.1,3.7,88,1613,61.2,1,No,62,67,2,Fair,46,Normal,Oil change overdue,oil_change_overdue=62days; filter_overdue=67days; inspection_overdue=46days,58,No,2023-12-13
R0607,2023-10-16,FB010,Trawler,Perkins M115T,2.5,5372,8,2023-09-29,Routine inspection,17,139,68.3,3.58,85,1297,47.0,1,No,47,56,4,Fair,23,Normal,Oil change due soon,oil_change_overdue=47days; filter_overdue=56days; sea_state=4,44,No,2023-11-29
R0608,2023-10-17,FB016,Longline,Yanmar 4JH45,8.3,16987,6,2023-06-23,Valve adjustment,116,699,86.0,4.31,95,1253,40.8,1,No,44,49,4,Poor,46,Normal,Approaching service interval,service_hours=699; sea_state=4; hull_poor; inspection_overdue=46days,45,No,2023-12-01
R0609,2023-10-17,FB030,Trawler,Yanmar 6LY3,7.8,15763,5,2023-06-09,Major service,130,651,80.8,3.92,88,1438,55.1,3,No,64,68,3,Good,14,Normal,Approaching service interval,vibration=3; service_hours=651; oil_change_overdue=64days; filter_overdue=68days,32,No,2023-11-18
R0610,2023-10-18,FB026,Longline,Caterpillar C7.1,8.0,15872,4,2023-09-12,Routine inspection,36,146,78.9,4.03,86,1041,31.2,4,Yes,6,12,1,Poor,57,Normal,Abnormal vibration/noise,vibration=4; unusual_sounds; hull_poor; inspection_overdue=57days,21,No,2023-11-08
R0611,2023-10-18,FB026,Longline,Caterpillar C7.1,3.8,7421,7,2023-08-23,Oil & filter change,56,395,68.0,2.98,94,1297,33.8,2,No,18,15,5,Good,12,Normal,Routine preventive maintenance,sea_state=5,80,No,2024-01-06
R0612,2023-10-19,FB014,Net Boat,MAN D2862,2.7,4716,6,2023-05-18,Valve adjustment,154,925,69.9,3.19,85,1156,41.2,3,Yes,63,68,3,Fair,47,Normal,Service interval reached (hours),vibration=3; unusual_sounds; service_hours=925; oil_change_overdue=63days; filter_overdue=68days; inspection_overdue=47days,22,No,2023-11-10
R0613,2023-10-19,FB024,Net Boat,Perkins M92,3.0,5597,4,2023-05-25,Cooling system service,147,588,79.0,5.23,89,1610,69.4,1,No,44,35,4,Good,5,Normal,Routine preventive maintenance,sea_state=4,36,No,2023-11-24
R0614,2023-10-19,FB012,Gillnetter,Caterpillar C9.3,2.1,3888,4,2023-10-05,Oil & filter change,14,58,88.9,2.98,91,1571,56.0,2,No,40,49,1,Good,7,Normal,Cooling system check required,temp=88.9C,19,No,2023-11-07
R0615,2023-10-20,FB021,Longline,Volvo D6-310,2.3,4038,8,2023-09-04,Cooling system service,46,371,75.5,4.33,87,1154,54.5,2,No,17,16,3,Good,19,Normal,Routine preventive maintenance,All parameters normal,20,No,2023-11-09
R0616,2023-10-20,FB020,Trawler,Cummins 6BTA,2.0,4219,5,2023-08-10,Oil & filter change,71,356,83.3,4.76,88,1190,51.7,1,No,58,68,1,Good,6,Normal,Oil change due soon,oil_change_overdue=58days; filter_overdue=68days,57,No,2023-12-16
R0617,2023-10-21,FB008,Seiner,Volvo D13,8.4,17398,5,2023-08-05,Fuel filter replacement,77,387,76.6,2.83,100,2065,95.9,2,No,6,2,2,Fair,27,Normal,Routine preventive maintenance,All parameters normal,18,No,2023-11-08
R0618,2023-10-21,FB008,Seiner,Volvo D13,2.0,3545,7,2023-09-16,Fuel filter replacement,35,249,79.3,3.38,89,1554,67.4,3,No,27,41,3,Good,24,Normal,Routine preventive maintenance,vibration=3,47,No,2023-12-07
R0619,2023-10-22,FB002,Gillnetter,Yanmar 4LHA,2.4,4941,5,2023-06-21,Cooling system overhaul,123,618,85.1,3.78,88,1585,61.9,1,No,22,25,2,Fair,44,Normal,Approaching service interval,service_hours=618,49,No,2023-12-10
R0620,2023-10-22,FB005,Trawler,Cummins 6BTA,7.3,14082,8,2023-08-10,Fuel filter replacement,73,584,77.3,4.12,89,1369,59.9,2,Yes,25,38,1,Fair,43,Normal,Routine preventive maintenance,unusual_sounds,14,No,2023-11-05
R0621,2023-10-23,FB014,Net Boat,MAN D2862,5.6,11047,7,2023-08-31,Fuel filter replacement,53,372,75.5,3.69,93,1662,80.0,3,No,15,12,2,Fair,31,Normal,Routine preventive maintenance,vibration=3,15,No,2023-11-07
R0622,2023-10-23,FB015,Trawler,Yanmar 6LY3,6.9,13454,5,2023-07-24,Fuel filter replacement,91,456,86.1,4.49,84,1578,68.5,3,No,37,39,2,Good,8,Normal,Routine preventive maintenance,vibration=3,31,No,2023-11-23
R0623,2023-10-24,FB005,Trawler,Cummins 6BTA,5.9,12100,5,2023-08-07,Oil & filter change,78,391,79.2,3.39,93,1596,57.1,2,No,25,32,3,Poor,52,Normal,Hull/inspection required,hull_poor; inspection_overdue=52days,1,Yes,2023-10-25
R0624,2023-10-24,FB013,Seiner,John Deere 6068,7.7,15060,8,2023-09-01,Cooling system service,53,425,84.5,2.87,92,1149,37.0,1,No,41,48,1,Fair,27,Normal,Routine preventive maintenance,All parameters normal,54,No,2023-12-17
R0625,2023-10-25,FB019,Net Boat,Cummins QSB6.7,6.0,12505,6,2023-10-11,Routine inspection,14,87,75.6,2.8,80,1564,65.6,3,Yes,14,10,2,Good,10,Normal,Routine preventive maintenance,coolant=80%; vibration=3; unusual_sounds,3,Yes,2023-10-28
R0626,2023-10-25,FB007,Gillnetter,Volvo D4-180,5.2,10277,8,2023-09-24,Oil & filter change,31,251,86.0,3.7,100,1857,84.3,1,No,15,15,2,Fair,45,Normal,Hull/inspection required,inspection_overdue=45days,16,No,2023-11-10
R0627,2023-10-26,FB011,Longline,Caterpillar C7.1,6.5,12675,5,2023-09-03,Oil & filter change,53,266,80.4,3.74,99,1072,32.4,1,No,28,23,5,Good,10,Normal,Routine preventive maintenance,sea_state=5,87,No,2024-01-21
R0628,2023-10-26,FB012,Gillnetter,Caterpillar C9.3,4.6,8573,4,2023-08-01,Oil & filter change,86,345,81.2,5.27,86,1267,38.8,1,No,32,38,2,Good,9,Normal,Routine preventive maintenance,All parameters normal,57,No,2023-12-22
R0629,2023-10-27,FB016,Longline,Yanmar 4JH45,3.9,7926,8,2023-08-09,Valve adjustment,79,632,79.7,2.92,84,1478,69.9,2,No,16,16,2,Good,10,Normal,Approaching service interval,service_hours=632,75,No,2024-01-10
R0630,2023-10-27,FB011,Longline,Caterpillar C7.1,4.8,10047,5,2023-08-05,Oil & filter change,83,417,76.5,4.18,92,1640,55.0,2,No,64,54,5,Good,8,Normal,Oil change overdue,oil_change_overdue=64days; sea_state=5,12,No,2023-11-08
R0631,2023-10-28,FB023,Seiner,Volvo D13,2.7,5536,8,2023-09-28,Fuel filter replacement,30,241,79.0,4.3,82,1545,50.9,3,Yes,25,22,4,Good,24,Normal,Routine preventive maintenance,vibration=3; unusual_sounds; sea_state=4,74,No,2024-01-10
R0632,2023-10-28,FB010,Trawler,Perkins M115T,7.1,15319,7,2023-08-30,Fuel filter replacement,59,414,76.8,4.62,99,1615,51.3,2,No,31,30,3,Poor,67,Normal,Hull/inspection required,hull_poor; inspection_overdue=67days,16,No,2023-11-13
R0633,2023-10-29,FB014,Net Boat,MAN D2862,3.3,7314,5,2023-08-01,Cooling system service,89,445,83.8,4.46,88,1228,33.3,5,Yes,46,50,2,Good,9,Normal,Abnormal vibration/noise,vibration=5; unusual_sounds; oil_change_overdue=46days,8,No,2023-11-06
R0634,2023-10-29,FB012,Gillnetter,Caterpillar C9.3,2.6,5046,7,2023-08-06,Cooling system service,84,591,78.0,2.82,100,1584,72.8,2,No,13,25,2,Good,23,Normal,Routine preventive maintenance,All parameters normal,76,No,2024-01-13
R0635,2023-10-29,FB006,Longline,Volvo D6-310,3.2,6240,4,2023-07-06,Cooling system service,115,462,71.5,4.44,86,1599,73.9,2,No,9,23,3,Good,11,Normal,Routine preventive maintenance,All parameters normal,24,No,2023-11-22
R0636,2023-10-30,FB021,Longline,Volvo D6-310,7.4,15034,5,2023-05-29,Cooling system overhaul,154,773,70.6,3.64,90,1367,48.8,1,No,15,21,3,Fair,33,Normal,Service interval reached (hours),service_hours=773,28,No,2023-11-27
R0637,2023-10-30,FB008,Seiner,Volvo D13,3.8,7180,5,2023-07-22,Cooling system service,100,500,70.4,4.81,98,1801,78.1,1,No,50,62,5,Good,27,Normal,Oil change due soon,oil_change_overdue=50days; filter_overdue=62days; sea_state=5,8,No,2023-11-07
R0638,2023-10-31,FB009,Net Boat,Perkins M92,6.3,13183,7,2023-10-03,Fuel filter replacement,28,198,82.1,3.29,89,1215,41.0,2,No,26,16,1,Good,19,Normal,Routine preventive maintenance,All parameters normal,36,No,2023-12-06
R0639,2023-10-31,FB024,Net Boat,Perkins M92,7.5,15180,6,2023-07-02,Cooling system overhaul,121,731,73.2,4.66,92,1471,44.5,3,No,25,36,2,Fair,44,Normal,Approaching service interval,vibration=3; service_hours=731,8,No,2023-11-08
R0640,2023-11-01,FB029,Net Boat,MAN D2862,2.0,4128,7,2023-09-16,Fuel filter replacement,46,325,80.5,4.43,97,1469,75.1,1,No,5,8,5,Poor,55,Normal,Hull/inspection required,sea_state=5; hull_poor; inspection_overdue=55days,58,No,2023-12-29
R0641,2023-11-01,FB021,Longline,Volvo D6-310,6.9,14143,6,2023-08-07,Fuel filter replacement,86,521,79.7,4.5,87,1202,52.7,2,No,64,63,5,Good,19,Normal,Oil change overdue,oil_change_overdue=64days; filter_overdue=63days; sea_state=5,60,No,2023-12-31
R0642,2023-11-02,FB028,Seiner,John Deere 6068,3.7,8261,7,2023-07-06,Cooling system overhaul,119,834,78.7,3.26,83,1408,55.0,1,No,33,32,4,Good,11,Normal,Service interval reached (hours),service_hours=834; sea_state=4,50,No,2023-12-22
R0643,2023-11-02,FB026,Longline,Caterpillar C7.1,3.0,6085,4,2023-09-29,Oil & filter change,34,137,81.2,4.54,82,1237,34.6,2,No,23,21,2,Good,21,Normal,Routine preventive maintenance,All parameters normal,28,No,2023-11-30
R0644,2023-11-03,FB015,Trawler,Yanmar 6LY3,6.3,12543,7,2023-10-11,Oil & filter change,23,162,79.8,4.72,94,1407,49.7,1,No,11,21,4,Fair,49,Normal,Hull/inspection required,sea_state=4; inspection_overdue=49days,41,No,2023-12-14
R0645,2023-11-03,FB024,Net Boat,Perkins M92,7.9,16554,4,2023-10-16,Oil & filter change,18,73,65.5,4.07,93,1326,41.0,1,No,11,12,3,Good,8,Normal,Routine preventive maintenance,All parameters normal,64,No,2024-01-06
R0646,2023-11-04,FB010,Trawler,Perkins M115T,3.6,7683,4,2023-05-08,Valve adjustment,180,821,77.4,3.68,97,1356,49.8,1,Yes,42,34,3,Fair,37,Normal,Service interval reached (hours),unusual_sounds; service_hours=821,27,No,2023-12-01
R0647,2023-11-04,FB014,Net Boat,MAN D2862,5.5,10839,7,2023-09-22,Oil & filter change,43,305,81.1,3.23,89,1734,72.7,3,No,14,26,2,Fair,29,Normal,Routine preventive maintenance,vibration=3,63,No,2024-01-06
R0648,2023-11-05,FB017,Gillnetter,Yanmar 4LHA,3.5,7002,4,2023-06-06,Cooling system overhaul,152,611,87.2,3.55,82,1727,66.4,3,No,39,44,3,Good,19,Normal,Approaching service interval,temp=87.2C; vibration=3; service_hours=611,17,No,2023-11-22
R0649,2023-11-05,FB029,Net Boat,MAN D2862,5.4,10897,7,2023-10-21,Routine inspection,15,110,87.4,4.79,76,1361,36.1,1,No,49,48,3,Fair,34,Normal,Oil change due soon,temp=87.4C; coolant=76%; oil_change_overdue=49days,73,No,2024-01-17
R0650,2023-11-06,FB026,Longline,Caterpillar C7.1,5.9,11980,4,2023-10-07,Oil & filter change,30,120,72.2,3.86,100,1323,66.2,1,No,29,36,2,Fair,33,Normal,Routine preventive maintenance,All parameters normal,33,No,2023-12-09
R0651,2023-11-06,FB015,Trawler,Yanmar 6LY3,5.8,10921,4,2023-09-14,Oil & filter change,53,213,77.3,4.63,94,1260,45.7,2,No,45,43,3,Good,13,Normal,Oil change due soon,oil_change_overdue=45days,84,No,2024-01-29
R0652,2023-11-07,FB020,Trawler,Cummins 6BTA,5.9,11028,8,2023-08-13,Major service,86,689,71.2,4.72,91,988,32.6,1,No,40,44,1,Poor,57,Normal,Approaching service interval,service_hours=689; hull_poor; inspection_overdue=57days,77,No,2024-01-23
R0653,2023-11-07,FB007,Gillnetter,Volvo D4-180,2.4,4356,4,2023-10-10,Oil & filter change,28,112,86.6,4.55,92,1308,42.4,3,No,15,5,3,Good,9,Normal,Routine preventive maintenance,vibration=3,29,No,2023-12-06
R0654,2023-11-08,FB025,Trawler,Perkins M115T,6.4,12317,8,2023-07-16,Major service,115,926,84.1,4.55,82,1081,19.6,2,No,44,40,5,Fair,30,Normal,Service interval reached (hours),service_hours=926; sea_state=5,13,No,2023-11-21
R0655,2023-11-08,FB017,Gillnetter,Yanmar 4LHA,6.2,12078,5,2023-07-24,Cooling system service,107,539,80.8,4.39,86,1285,44.2,3,No,10,8,4,Good,6,Normal,Routine preventive maintenance,vibration=3; sea_state=4,46,No,2023-12-24
R0656,2023-11-08,FB016,Longline,Yanmar 4JH45,6.3,12917,7,2023-08-05,Valve adjustment,95,666,79.8,4.15,100,1174,35.9,1,No,69,78,1,Fair,34,Normal,Approaching service interval,service_hours=666; oil_change_overdue=69days; filter_overdue=78days,35,No,2023-12-13
R0657,2023-11-09,FB023,Seiner,Volvo D13,2.0,3915,8,2023-10-08,Oil & filter change,32,262,85.9,3.31,94,1679,73.2,5,Yes,20,28,4,Fair,39,Normal,Abnormal vibration/noise,vibration=5; unusual_sounds; sea_state=4,6,Yes,2023-11-15
R0658,2023-11-09,FB019,Net Boat,Cummins QSB6.7,4.6,9298,4,2023-07-29,Oil & filter change,103,414,85.1,4.99,86,1033,39.1,3,No,30,39,2,Good,19,Normal,Routine preventive maintenance,vibration=3,82,No,2024-01-30
R0659,2023-11-10,FB003,Seiner,Cummins 6BT5.9,4.4,8187,5,2023-10-04,Oil & filter change,37,187,84.8,5.31,83,1265,50.7,3,Yes,38,39,3,Good,9,Normal,Routine preventive maintenance,vibration=3; unusual_sounds,69,No,2024-01-18
R0660,2023-11-10,FB009,Net Boat,Perkins M92,2.1,3969,6,2023-09-03,Cooling system service,68,410,81.3,4.01,87,1400,60.2,4,Yes,22,21,2,Fair,44,Normal,Abnormal vibration/noise,vibration=4; unusual_sounds,47,No,2023-12-27
R0661,2023-11-11,FB006,Longline,Volvo D6-310,3.1,6493,8,2023-09-06,Oil & filter change,66,530,77.3,5.23,89,1487,72.4,2,No,51,54,5,Fair,33,Normal,Oil change due soon,oil_change_overdue=51days; sea_state=5,25,No,2023-12-06
R0662,2023-11-11,FB023,Seiner,Volvo D13,4.6,9497,4,2023-10-04,Oil & filter change,38,153,82.8,5.39,100,1531,62.1,1,No,37,33,1,Good,23,Normal,Routine preventive maintenance,All parameters normal,66,No,2024-01-16
R0663,2023-11-12,FB002,Gillnetter,Yanmar 4LHA,6.7,13037,4,2023-05-16,Cooling system overhaul,180,820,83.1,4.06,89,1386,60.4,2,No,65,68,5,Good,23,Normal,Service interval reached (hours),service_hours=820; oil_change_overdue=65days; filter_overdue=68days; sea_state=5,10,No,2023-11-22
R0664,2023-11-12,FB007,Gillnetter,Volvo D4-180,3.2,6480,5,2023-10-09,Fuel filter replacement,34,171,78.0,4.68,83,1521,62.5,3,No,33,39,4,Good,5,Normal,Routine preventive maintenance,vibration=3; sea_state=4,56,No,2024-01-07
R0665,2023-11-13,FB018,Seiner,Cummins 6BT5.9,7.3,15699,5,2023-10-15,Oil & filter change,29,146,77.2,4.47,90,902,12.0,3,No,22,36,3,Poor,46,Normal,Hull/inspection required,vibration=3; hull_poor; inspection_overdue=46days,30,No,2023-12-13
R0666,2023-11-13,FB021,Longline,Volvo D6-310,5.3,10591,5,2023-08-20,Fuel filter replacement,85,428,84.7,3.42,92,883,21.2,2,No,66,65,5,Good,17,Normal,Oil change overdue,oil_change_overdue=66days; filter_overdue=65days; sea_state=5,5,Yes,2023-11-18
R0667,2023-11-14,FB016,Longline,Yanmar 4JH45,6.8,13253,4,2023-08-09,Cooling system service,97,389,87.3,2.92,83,1196,32.2,3,Yes,59,51,3,Good,24,Normal,Oil change due soon,temp=87.3C; vibration=3; unusual_sounds; oil_change_overdue=59days,33,No,2023-12-17
R0668,2023-11-14,FB026,Longline,Caterpillar C7.1,4.8,9513,8,2023-10-30,Oil & filter change,15,124,75.3,3.98,93,1394,53.1,1,No,25,23,4,Good,13,Normal,Routine preventive maintenance,sea_state=4,65,No,2024-01-18
R0669,2023-11-15,FB028,Seiner,John Deere 6068,5.0,10046,7,2023-07-03,Cooling system overhaul,135,948,77.7,4.85,98,1240,35.3,1,No,12,22,4,Fair,39,Normal,Service interval reached (hours),service_hours=948; sea_state=4,18,No,2023-12-03
R0670,2023-11-15,FB004,Net Boat,Cummins QSB6.7,5.8,11524,4,2023-09-26,Fuel filter replacement,50,200,80.8,3.65,91,1555,65.4,2,No,14,15,2,Good,18,Normal,Routine preventive maintenance,All parameters normal,49,No,2024-01-03
R0671,2023-11-16,FB029,Net Boat,MAN D2862,8.0,15984,6,2023-09-27,Oil & filter change,50,304,81.4,4.84,86,1525,67.1,2,No,23,23,1,Fair,43,Normal,Routine preventive maintenance,All parameters normal,11,No,2023-11-27
R0672,2023-11-16,FB019,Net Boat,Cummins QSB6.7,4.9,9078,7,2023-11-09,Routine inspection,7,51,76.4,4.5,87,1523,69.0,1,No,62,63,5,Fair,46,Normal,Oil change overdue,oil_change_overdue=62days; filter_overdue=63days; sea_state=5; inspection_overdue=46days,26,No,2023-12-12
R0673,2023-11-17,FB020,Trawler,Cummins 6BTA,5.2,9918,7,2023-11-07,Routine inspection,10,74,88.4,4.61,81,1316,61.2,3,Yes,25,21,2,Good,18,Normal,Cooling system check required,temp=88.4C; coolant=81%; vibration=3; unusual_sounds,63,No,2024-01-19
R0674,2023-11-17,FB003,Seiner,Cummins 6BT5.9,5.7,11325,8,2023-10-14,Oil & filter change,34,278,81.1,3.54,90,1448,38.9,2,No,40,50,5,Good,22,Normal,Routine preventive maintenance,sea_state=5,89,No,2024-02-14
